ordernumber,productline,quantityordered,dealsize,priceeach,sales,msrp,expsales,profit_loss,orderlinenumber,status,monthordered,dayordered,yearorders,qtr_id,productcode,customername,contactnames,phone,addressline1,city,country
10398,Vintage Cars,22,Small,67.41,1483.02,68,1496,-12.98,4,Shipped,March,30,2005,1,S32_4289,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10401,Vintage Cars,62,Medium,77.73,4819.26,68,4216,603.26,6,On Hold,April,3,2005,2,S32_4289,Tekni Collectables Inc.,William Brown,2015559350,7476 Moss Rd.,Newark,USA
10416,Vintage Cars,26,Small,61.22,1591.72,68,1768,-176.28,7,Shipped,May,10,2005,2,S32_4289,L'ordine Souveniers,Maurizio Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy
10108,Motorcycles,31,Medium,100,3100,102,3162,-62,16,Shipped,March,3,2003,1,S32_4485,Cruz & Sons Co.,Arnold Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines
10121,Motorcycles,25,Small,86.74,2168.5,102,2550,-381.5,3,Shipped,May,7,2003,2,S32_4485,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10135,Motorcycles,30,Small,89.8,2694,102,3060,-366,17,Shipped,July,2,2003,3,S32_4485,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10145,Motorcycles,27,Medium,100,2700,102,2754,-54,4,Shipped,August,25,2003,3,S32_4485,Toys4GrownUps.com,Julie Young,6265557265,78934 Hillside Dr.,Pasadena,USA
10159,Motorcycles,23,Small,100,2300,102,2346,-46,12,Shipped,October,10,2003,4,S32_4485,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10169,Motorcycles,34,Medium,100,3400,102,3468,-68,12,Shipped,November,4,2003,4,S32_4485,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10180,Motorcycles,22,Small,100,2200,102,2244,-44,7,Shipped,November,11,2003,4,S32_4485,Daedalus Designs Imports,Martine Rance,20.16.1555,"184, chausse de Tournai",Lille,France
10190,Motorcycles,42,Medium,85.72,3600.24,102,4284,-683.76,4,Shipped,November,19,2003,4,S32_4485,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10211,Motorcycles,37,Medium,100,3700,102,3774,-74,12,Shipped,January,15,2004,1,S32_4485,Auto Canal Petit,Dominique Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,France
10224,Motorcycles,30,Medium,100,3000,102,3060,-60,5,Shipped,February,21,2004,1,S32_4485,Daedalus Designs Imports,Martine Rance,20.16.1555,"184, chausse de Tournai",Lille,France
10237,Motorcycles,27,Medium,100,2700,102,2754,-54,5,Shipped,April,5,2004,2,S32_4485,Vitachrome Inc.,Michael Frick,2125551500,2678 Kingston Rd.,NYC,USA
10252,Motorcycles,25,Small,100,2500,102,2550,-50,9,Shipped,May,26,2004,2,S32_4485,Auto Canal Petit,Dominique Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,France
10264,Motorcycles,34,Medium,97.97,3330.98,102,3468,-137.02,7,Shipped,June,30,2004,2,S32_4485,Gifts4AllAges.com,Juri Yoshido,6175559555,8616 Spinnaker Dr.,Boston,USA
10276,Motorcycles,38,Medium,100,3800,102,3876,-76,13,Shipped,August,2,2004,3,S32_4485,Online Mini Collectables,Miguel Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,USA
10285,Motorcycles,26,Small,100,2600,102,2652,-52,4,Shipped,August,27,2004,3,S32_4485,Marta's Replicas Co.,Marta Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,USA
10299,Motorcycles,38,Medium,100,3800,102,3876,-76,7,Shipped,September,30,2004,3,S32_4485,"Toys of Finland, Co.",Matti Karttunen,90-224 8555,Keskuskatu 45,Helsinki,Finland
10309,Motorcycles,50,Medium,84.7,4235,102,5100,-865,3,Shipped,October,15,2004,4,S32_4485,Baane Mini Imports,Jonas Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,Norway
10319,Motorcycles,22,Small,100,2200,102,2244,-44,8,Shipped,November,3,2004,4,S32_4485,Microscale Inc.,Kee Kuo,2125551957,5290 North Pendale Street,NYC,USA
10331,Motorcycles,32,Medium,100,3200,102,3264,-64,4,Shipped,November,17,2004,4,S32_4485,Motor Mint Distributors Inc.,Rosa Hernandez,2155559857,11328 Douglas Av.,Philadelphia,USA
10341,Motorcycles,31,Small,71.02,2201.62,102,3162,-960.38,4,Shipped,November,24,2004,4,S32_4485,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10355,Motorcycles,40,Medium,100,4000,102,4080,-80,5,Shipped,December,7,2004,4,S32_4485,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10365,Motorcycles,22,Medium,100,2200,102,2244,-44,3,Shipped,January,7,2005,1,S32_4485,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10375,Motorcycles,41,Medium,100,4100,102,4182,-82,15,Shipped,February,3,2005,1,S32_4485,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10390,Motorcycles,45,Small,48.98,2204.1,102,4590,-2385.9,12,Shipped,March,4,2005,1,S32_4485,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10403,Motorcycles,45,Medium,100,4500,102,4590,-90,5,Shipped,April,8,2005,2,S32_4485,"UK Collectables, Ltd.",Elizabeth Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK
10106,Vintage Cars,39,Small,40.15,1565.85,43,1677,-111.15,6,Shipped,February,17,2003,1,S50_1341,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10120,Vintage Cars,49,Small,50.62,2480.38,43,2107,373.38,12,Shipped,April,29,2003,2,S50_1341,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10133,Vintage Cars,27,Small,50.19,1355.13,43,1161,194.13,7,Shipped,June,27,2003,2,S50_1341,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10143,Vintage Cars,34,Small,36.66,1246.44,43,1462,-215.56,1,Shipped,August,10,2003,3,S50_1341,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10156,Vintage Cars,20,Small,41.02,820.4,43,860,-39.6,1,Shipped,October,8,2003,4,S50_1341,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10168,Vintage Cars,48,Small,51.93,2492.64,43,2064,428.64,13,Shipped,October,28,2003,4,S50_1341,Technics Stores Inc.,Juri Hirano,6505556809,9408 Furth Circle,Burlingame,USA
10199,Vintage Cars,29,Small,38.4,1113.6,43,1247,-133.4,1,Shipped,December,1,2003,4,S50_1341,West Coast Collectables Co.,Steve Thompson,3105553722,3675 Furth Circle,Burbank,USA
10210,Vintage Cars,43,Small,41.02,1763.86,43,1849,-85.14,11,Shipped,January,12,2004,1,S50_1341,Osaka Souveniers Co.,Mory Kentary,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan
10223,Vintage Cars,41,Small,46.26,1896.66,43,1763,133.66,13,Shipped,February,20,2004,1,S50_1341,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10235,Vintage Cars,41,Small,35.35,1449.35,43,1763,-313.65,7,Shipped,April,2,2004,2,S50_1341,"Royal Canadian Collectables, Ltd.",Elizabeth Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,Canada
10250,Vintage Cars,36,Small,51.93,1869.48,43,1548,321.48,8,Shipped,May,11,2004,2,S50_1341,The Sharp Gifts Warehouse,Sue Frick,4085553659,3086 Ingle Ln.,San Jose,USA
10262,Vintage Cars,49,Small,37.97,1860.53,43,2107,-246.47,3,Cancelled,June,24,2004,2,S50_1341,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10275,Vintage Cars,38,Small,45.39,1724.82,43,1634,90.82,13,Shipped,July,23,2004,3,S50_1341,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10284,Vintage Cars,33,Small,51.93,1713.69,43,1419,294.69,5,Shipped,August,21,2004,3,S50_1341,"Norway Gifts By Mail, Co.",Jan Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
10296,Vintage Cars,26,Small,48.44,1259.44,43,1118,141.44,1,Shipped,September,15,2004,3,S50_1341,"Bavarian Collectables Imports, Co.",Michael Donnermeyer,+49 89 61 08 9555,Hansastr. 15,Munich,Germany
10308,Vintage Cars,47,Small,43.64,2051.08,43,2021,30.08,11,Shipped,October,15,2004,4,S50_1341,Mini Classics,Steve Frick,9145554562,3758 North Pendale Street,White Plains,USA
10316,Vintage Cars,34,Small,47.57,1617.38,43,1462,155.38,3,Shipped,November,1,2004,4,S50_1341,giftsbymail.co.uk,Helen Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,UK
10328,Vintage Cars,34,Small,51.93,1765.62,43,1462,303.62,7,Shipped,November,12,2004,4,S50_1341,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10340,Vintage Cars,40,Small,50.62,2024.8,43,1720,304.8,4,Shipped,November,24,2004,4,S50_1341,Enaco Distributors,Eduardo Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Spain
10353,Vintage Cars,40,Medium,82.21,3288.4,43,1720,1568.4,8,Shipped,December,4,2004,4,S50_1341,Gift Ideas Corp.,Dan Lewis,2035554407,2440 Pompton St.,Glendale,USA
10361,Vintage Cars,33,Small,82.59,2725.47,43,1419,1306.47,3,Shipped,December,17,2004,4,S50_1341,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10375,Vintage Cars,49,Medium,65.8,3224.2,43,2107,1117.2,5,Shipped,February,3,2005,1,S50_1341,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10388,Vintage Cars,27,Medium,100,2700,43,1161,1539,1,Shipped,March,3,2005,1,S50_1341,FunGiftIdeas.com,Violeta Benitez,5085552555,1785 First Street,New Bedford,USA
10398,Vintage Cars,49,Small,36.66,1796.34,43,2107,-310.66,5,Shipped,March,30,2005,1,S50_1341,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10401,Vintage Cars,56,Small,35.35,1979.6,43,2408,-428.4,7,On Hold,April,3,2005,2,S50_1341,Tekni Collectables Inc.,William Brown,2015559350,7476 Moss Rd.,Newark,USA
10416,Vintage Cars,37,Small,51.93,1921.41,43,1591,330.41,8,Shipped,May,10,2005,2,S50_1341,L'ordine Souveniers,Maurizio Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy
10104,Trucks and Buses,33,Medium,100,3300,115,3795,-495,7,Shipped,January,31,2003,1,S50_1392,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10115,Trucks and Buses,27,Small,100,2700,115,3105,-405,3,Shipped,April,4,2003,2,S50_1392,Classic Legends Inc.,Maria Hernandez,2125558493,5905 Pompton St.,NYC,USA
10127,Trucks and Buses,46,Medium,100,4600,115,5290,-690,9,Shipped,June,3,2003,2,S50_1392,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10141,Trucks and Buses,44,Medium,100,4400,115,5060,-660,3,Shipped,August,1,2003,3,S50_1392,Suominen Souveniers,Kalle Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland
10151,Trucks and Buses,26,Medium,100,2600,115,2990,-390,1,Shipped,September,21,2003,3,S50_1392,"Oulu Toy Supplies, Inc.",Pirkko Koskitalo,981-443655,Torikatu 38,Oulu,Finland
10165,Trucks and Buses,48,Medium,94.92,4556.16,115,5520,-963.84,10,Shipped,October,22,2003,4,S50_1392,"Dragon Souveniers, Ltd.",Eric Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
10176,Trucks and Buses,23,Medium,100,2300,115,2645,-345,9,Shipped,November,6,2003,4,S50_1392,L'ordine Souveniers,Maurizio Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy
10184,Trucks and Buses,45,Medium,100,4500,115,5175,-675,4,Shipped,November,14,2003,4,S50_1392,"Iberia Gift Imports, Corp.",Jose Pedro Roel,(95) 555 82 82,"C/ Romero, 33",Sevilla,Spain
10195,Trucks and Buses,49,Medium,100,4900,115,5635,-735,4,Shipped,November,25,2003,4,S50_1392,Mini Classics,Steve Frick,9145554562,3758 North Pendale Street,White Plains,USA
10207,Trucks and Buses,28,Small,94.92,2657.76,115,3220,-562.24,5,Shipped,December,9,2003,4,S50_1392,Diecast Collectables,Valarie Franco,6175552555,6251 Ingle Ln.,Boston,USA
10220,Trucks and Buses,37,Medium,100,3700,115,4255,-555,9,Shipped,February,12,2004,1,S50_1392,"Clover Collections, Co.",Dean Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,Ireland
10230,Trucks and Buses,34,Medium,100,3400,115,3910,-510,7,Shipped,March,15,2004,1,S50_1392,"Blauer See Auto, Co.",Roland Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Germany
10246,Trucks and Buses,22,Small,100,2200,115,2530,-330,3,Shipped,May,5,2004,2,S50_1392,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10259,Trucks and Buses,29,Medium,100,2900,115,3335,-435,2,Shipped,June,15,2004,2,S50_1392,Handji Gifts& Co,Wendy Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore
10271,Trucks and Buses,34,Medium,98.39,3345.26,115,3910,-564.74,3,Shipped,July,20,2004,3,S50_1392,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10282,Trucks and Buses,38,Medium,100,3800,115,4370,-570,12,Shipped,August,20,2004,3,S50_1392,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10292,Trucks and Buses,41,Medium,100,4100,115,4715,-615,6,Shipped,September,8,2004,3,S50_1392,Land of Toys Inc.,Kwai Yu,2125557818,897 Long Airport Avenue,NYC,USA
10305,Trucks and Buses,42,Medium,100,4200,115,4830,-630,3,Shipped,October,13,2004,4,S50_1392,Marta's Replicas Co.,Marta Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,USA
10314,Trucks and Buses,28,Medium,100,2800,115,3220,-420,12,Shipped,October,22,2004,4,S50_1392,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10325,Trucks and Buses,38,Medium,100,3800,115,4370,-570,4,Shipped,November,5,2004,4,S50_1392,Baane Mini Imports,Jonas Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,Norway
10336,Trucks and Buses,23,Medium,100,2300,115,2645,-345,8,Shipped,November,20,2004,4,S50_1392,"La Corne D'abondance, Co.",Marie Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,France
10350,Trucks and Buses,31,Small,71.4,2213.4,115,3565,-1351.6,8,Shipped,December,2,2004,4,S50_1392,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10359,Trucks and Buses,46,Medium,100,4600,115,5290,-690,2,Shipped,December,15,2004,4,S50_1392,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10371,Trucks and Buses,48,Small,56.55,2714.4,115,5520,-2805.6,10,Shipped,January,23,2005,1,S50_1392,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10383,Trucks and Buses,29,Medium,100,2900,115,3335,-435,13,Shipped,February,22,2005,1,S50_1392,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10395,Trucks and Buses,46,Medium,100,4600,115,5290,-690,4,Shipped,March,17,2005,1,S50_1392,Lyon Souveniers,Daniel Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France
10412,Trucks and Buses,26,Medium,100,2600,115,2990,-390,3,Shipped,May,3,2005,2,S50_1392,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10425,Trucks and Buses,18,Small,100,1800,115,2070,-270,2,In Process,May,31,2005,2,S50_1392,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10104,Trains,32,Small,53.31,1705.92,58,1856,-150.08,2,Shipped,January,31,2003,1,S50_1514,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10117,Trains,21,Small,49.21,1033.41,58,1218,-184.59,11,Shipped,April,16,2003,2,S50_1514,"Dragon Souveniers, Ltd.",Eric Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
10127,Trains,46,Medium,69.12,3179.52,58,2668,511.52,4,Shipped,June,3,2003,2,S50_1514,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10142,Trains,42,Small,49.79,2091.18,58,2436,-344.82,14,Shipped,August,8,2003,3,S50_1514,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10153,Trains,31,Small,57.41,1779.71,58,1798,-18.29,13,Shipped,September,28,2003,3,S50_1514,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10165,Trains,38,Small,66.78,2537.64,58,2204,333.64,5,Shipped,October,22,2003,4,S50_1514,"Dragon Souveniers, Ltd.",Eric Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
10176,Trains,38,Small,64.44,2448.72,58,2204,244.72,4,Shipped,November,6,2003,4,S50_1514,L'ordine Souveniers,Maurizio Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy
10185,Trains,20,Small,48.62,972.4,58,1160,-187.6,15,Shipped,November,14,2003,4,S50_1514,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10196,Trains,46,Small,62.09,2856.14,58,2668,188.14,7,Shipped,November,26,2003,4,S50_1514,Super Scale Inc.,Leslie Murphy,2035559545,567 North Pendale Street,New Haven,USA
10208,Trains,30,Small,65.61,1968.3,58,1740,228.3,15,Shipped,January,2,2004,1,S50_1514,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10220,Trains,30,Small,68.54,2056.2,58,1740,316.2,4,Shipped,February,12,2004,1,S50_1514,"Clover Collections, Co.",Dean Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,Ireland
10230,Trains,43,Small,52.14,2242.02,58,2494,-251.98,2,Shipped,March,15,2004,1,S50_1514,"Blauer See Auto, Co.",Roland Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Germany
10247,Trains,49,Medium,63.85,3128.65,58,2842,286.65,4,Shipped,May,5,2004,2,S50_1514,Suominen Souveniers,Kalle Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland
10272,Trains,43,Small,56.82,2443.26,58,2494,-50.74,4,Shipped,July,20,2004,3,S50_1514,Diecast Classics Inc.,Kyung Yu,2155551555,7586 Pompton St.,Allentown,USA
10282,Trains,37,Small,66.78,2470.86,58,2146,324.86,7,Shipped,August,20,2004,3,S50_1514,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10292,Trains,35,Small,55.07,1927.45,58,2030,-102.55,1,Shipped,September,8,2004,3,S50_1514,Land of Toys Inc.,Kwai Yu,2125557818,897 Long Airport Avenue,NYC,USA
10306,Trains,34,Small,60.34,2051.56,58,1972,79.56,15,Shipped,October,14,2004,4,S50_1514,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10314,Trains,38,Small,61.51,2337.38,58,2204,133.38,7,Shipped,October,22,2004,4,S50_1514,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10325,Trains,44,Medium,100,4400,58,2552,1848,7,Shipped,November,5,2004,4,S50_1514,Baane Mini Imports,Jonas Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,Norway
10337,Trains,21,Small,100,2100,58,1218,882,6,Shipped,November,21,2004,4,S50_1514,Classic Legends Inc.,Maria Hernandez,2125558493,5905 Pompton St.,NYC,USA
10350,Trains,44,Medium,100,4400,58,2552,1848,17,Shipped,December,2,2004,4,S50_1514,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10359,Trains,25,Small,64.93,1623.25,58,1450,173.25,4,Shipped,December,15,2004,4,S50_1514,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10372,Trains,24,Small,58.58,1405.92,58,1392,13.92,9,Shipped,January,26,2005,1,S50_1514,"Tokyo Collectables, Ltd",Akiko Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan
10383,Trains,38,Small,60.06,2282.28,58,2204,78.28,10,Shipped,February,22,2005,1,S50_1514,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10395,Trains,45,Large,100,4500,58,2610,1890,3,Shipped,March,17,2005,1,S50_1514,Lyon Souveniers,Daniel Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France
10413,Trains,51,Medium,63.85,3256.35,58,2958,298.35,4,Shipped,May,5,2005,2,S50_1514,Gift Depot Inc.,Julie King,2035552570,25593 South Bay Ln.,Bridgewater,USA
10108,Motorcycles,34,Small,82.99,2821.66,81,2754,67.66,14,Shipped,March,3,2003,1,S50_4713,Cruz & Sons Co.,Arnold Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines
10121,Motorcycles,44,Medium,74.85,3293.4,81,3564,-270.6,1,Shipped,May,7,2003,2,S50_4713,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10135,Motorcycles,44,Medium,96,4224,81,3564,660,15,Shipped,July,2,2003,3,S50_4713,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10145,Motorcycles,38,Medium,81.36,3091.68,81,3078,13.68,2,Shipped,August,25,2003,3,S50_4713,Toys4GrownUps.com,Julie Young,6265557265,78934 Hillside Dr.,Pasadena,USA
10159,Motorcycles,31,Small,71.6,2219.6,81,2511,-291.4,10,Shipped,October,10,2003,4,S50_4713,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10169,Motorcycles,48,Medium,80.55,3866.4,81,3888,-21.6,10,Shipped,November,4,2003,4,S50_4713,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10180,Motorcycles,21,Small,93.56,1964.76,81,1701,263.76,5,Shipped,November,11,2003,4,S50_4713,Daedalus Designs Imports,Martine Rance,20.16.1555,"184, chausse de Tournai",Lille,France
10190,Motorcycles,40,Small,66.72,2668.8,81,3240,-571.2,2,Shipped,November,19,2003,4,S50_4713,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10211,Motorcycles,40,Medium,80.55,3222,81,3240,-18,10,Shipped,January,15,2004,1,S50_4713,Auto Canal Petit,Dominique Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,France
10224,Motorcycles,50,Medium,77.29,3864.5,81,4050,-185.5,3,Shipped,February,21,2004,1,S50_4713,Daedalus Designs Imports,Martine Rance,20.16.1555,"184, chausse de Tournai",Lille,France
10237,Motorcycles,20,Small,68.34,1366.8,81,1620,-253.2,3,Shipped,April,5,2004,2,S50_4713,Vitachrome Inc.,Michael Frick,2125551500,2678 Kingston Rd.,NYC,USA
10252,Motorcycles,48,Medium,72.41,3475.68,81,3888,-412.32,7,Shipped,May,26,2004,2,S50_4713,Auto Canal Petit,Dominique Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,France
10264,Motorcycles,47,Medium,89.5,4206.5,81,3807,399.5,5,Shipped,June,30,2004,2,S50_4713,Gifts4AllAges.com,Juri Yoshido,6175559555,8616 Spinnaker Dr.,Boston,USA
10276,Motorcycles,21,Small,70.78,1486.38,81,1701,-214.62,11,Shipped,August,2,2004,3,S50_4713,Online Mini Collectables,Miguel Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,USA
10285,Motorcycles,39,Medium,78.92,3077.88,81,3159,-81.12,2,Shipped,August,27,2004,3,S50_4713,Marta's Replicas Co.,Marta Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,USA
10299,Motorcycles,44,Medium,80.55,3544.2,81,3564,-19.8,5,Shipped,September,30,2004,3,S50_4713,"Toys of Finland, Co.",Matti Karttunen,90-224 8555,Keskuskatu 45,Helsinki,Finland
10309,Motorcycles,28,Small,88.68,2483.04,81,2268,215.04,1,Shipped,October,15,2004,4,S50_4713,Baane Mini Imports,Jonas Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,Norway
10319,Motorcycles,45,Medium,77.29,3478.05,81,3645,-166.95,6,Shipped,November,3,2004,4,S50_4713,Microscale Inc.,Kee Kuo,2125551957,5290 North Pendale Street,NYC,USA
10331,Motorcycles,20,Medium,100,2000,81,1620,380,5,Shipped,November,17,2004,4,S50_4713,Motor Mint Distributors Inc.,Rosa Hernandez,2155559857,11328 Douglas Av.,Philadelphia,USA
10341,Motorcycles,38,Medium,100,3800,81,3078,722,3,Shipped,November,24,2004,4,S50_4713,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10356,Motorcycles,26,Medium,100,2600,81,2106,494,4,Shipped,December,9,2004,4,S50_4713,Lyon Souveniers,Daniel Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France
10365,Motorcycles,44,Medium,100,4400,81,3564,836,2,Shipped,January,7,2005,1,S50_4713,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10375,Motorcycles,49,Medium,100,4900,81,3969,931,8,Shipped,February,3,2005,1,S50_4713,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10390,Motorcycles,22,Medium,100,2200,81,1782,418,13,Shipped,March,4,2005,1,S50_4713,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10403,Motorcycles,31,Small,68.34,2118.54,81,2511,-392.46,3,Shipped,April,8,2005,2,S50_4713,"UK Collectables, Ltd.",Elizabeth Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK
10105,Ships,41,Small,70.67,2897.47,66,2706,191.47,5,Shipped,February,11,2003,1,S700_1138,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
